89132,291,1,9,14,33,1,4,1,2,1,3,1,3,2,3,7,3,1,1
89132,291,2,8,13,30,2,2,2,3,3,1,6,1,2,0,1,1,4,2
89132,291,3,11,18,21,1,2,2,0,2,2,5,1,2,0,1,0,1,2
89132,291,4,8,16,27,1,2,0,1,3,0,2,2,2,0,6,3,2,3
89132,291,5,11,16,22,3,0,1,1,3,1,2,0,2,4,1,2,0,2
89132,291,6,10,36,7,1,0,1,1,1,0,0,0,0,0,3,0,0,0
89132,291,7,8,34,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89132,291,8,10,14,29,2,1,1,1,2,4,4,2,2,2,3,1,3,1
89132,291,9,11,166,14,0,1,0,0,1,0,1,1,0,4,4,2,0,0
89132,291,10,17,143,6,0,1,0,0,0,0,1,2,1,0,1,0,0,0
89132,291,11,9,16,24,0,0,3,0,3,0,1,6,1,5,1,2,2,0
89132,291,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89132,291,13,13,12,34,4,2,2,0,6,3,4,1,2,3,1,4,1,1
89132,291,14,8,17,28,1,1,4,2,1,1,3,2,1,3,5,1,3,0
89132,291,15,11,17,27,1,4,1,3,2,2,6,1,2,1,0,0,2,2
89132,291,16,9,17,23,0,0,3,1,5,1,0,3,3,2,2,1,2,0
89132,291,17,10,17,27,1,1,1,2,2,3,2,2,3,3,4,0,2,1
89132,291,18,11,17,27,2,2,4,1,2,1,3,3,1,2,4,1,1,0
89132,291,19,7,62,11,1,1,1,0,0,0,0,0,0,3,2,2,0,1
89132,291,20,8,65,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
89132,291,21,8,15,23,1,2,1,1,4,0,1,3,2,0,1,3,2,2
89132,291,22,10,142,20,1,1,1,2,5,0,4,1,0,4,1,0,0,0
89132,291,23,15,148,5,0,0,1,0,1,0,1,0,0,0,0,0,1,1
89132,291,24,9,16,28,2,0,1,0,6,3,1,1,2,4,4,0,2,2
89132,291,25,12,20,20,1,3,2,0,2,1,0,0,1,3,2,1,1,3
89132,291,26,11,19,26,1,1,3,1,1,2,0,1,2,1,1,5,2,5
89132,291,27,11,12,27,0,2,3,3,4,1,5,1,1,1,1,2,3,0
89132,291,28,10,16,27,0,3,2,0,3,1,1,3,2,5,2,2,1,2
89132,291,29,11,14,29,1,1,1,2,1,3,1,7,2,2,3,2,1,2
89132,291,30,8,16,29,1,3,5,2,4,1,3,0,1,3,3,1,2,0
89132,291,1,9,14,33,1,4,1,2,1,3,1,3,2,3,7,3,1,1
89132,291,2,8,13,30,2,2,2,3,3,1,6,1,2,0,1,1,4,2
89132,291,3,11,18,21,1,2,2,0,2,2,5,1,2,0,1,0,1,2
89132,291,4,8,16,27,1,2,0,1,3,0,2,2,2,0,6,3,2,3
89132,291,5,11,16,22,3,0,1,1,3,1,2,0,2,4,1,2,0,2
89132,291,6,10,36,7,1,0,1,1,1,0,0,0,0,0,3,0,0,0
89132,291,7,8,34,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
89132,291,8,10,14,29,2,1,1,1,2,4,4,2,2,2,3,1,3,1
89132,291,9,11,166,14,0,1,0,0,1,0,1,1,0,4,4,2,0,0
89132,291,10,17,143,6,0,1,0,0,0,0,1,2,1,0,1,0,0,0
89132,291,11,9,16,24,0,0,3,0,3,0,1,6,1,5,1,2,2,0
89132,291,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89132,291,13,13,12,34,4,2,2,0,6,3,4,1,2,3,1,4,1,1
89132,291,14,8,17,28,1,1,4,2,1,1,3,2,1,3,5,1,3,0
89132,291,15,11,17,27,1,4,1,3,2,2,6,1,2,1,0,0,2,2
89132,291,16,9,17,23,0,0,3,1,5,1,0,3,3,2,2,1,2,0
89132,291,17,10,17,27,1,1,1,2,2,3,2,2,3,3,4,0,2,1
89132,291,18,11,17,27,2,2,4,1,2,1,3,3,1,2,4,1,1,0
89132,291,19,7,62,11,1,1,1,0,0,0,0,0,0,3,2,2,0,1
89132,291,20,8,65,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
89132,291,21,8,15,23,1,2,1,1,4,0,1,3,2,0,1,3,2,2
89132,291,22,10,142,20,1,1,1,2,5,0,4,1,0,4,1,0,0,0
89132,291,23,15,148,5,0,0,1,0,1,0,1,0,0,0,0,0,1,1
89132,291,24,9,16,28,2,0,1,0,6,3,1,1,2,4,4,0,2,2
89132,291,25,12,20,20,1,3,2,0,2,1,0,0,1,3,2,1,1,3
89132,291,26,11,19,26,1,1,3,1,1,2,0,1,2,1,1,5,2,5
89132,291,27,11,12,27,0,2,3,3,4,1,5,1,1,1,1,2,3,0
89132,291,28,10,16,27,0,3,2,0,3,1,1,3,2,5,2,2,1,2
89132,291,29,11,14,29,1,1,1,2,1,3,1,7,2,2,3,2,1,2
89132,291,30,8,16,29,1,3,5,2,4,1,3,0,1,3,3,1,2,0
